SIDE,INSTRUMENT_ID,PRICE,QUANTITY,TIMESTAMP,COUNTERPARTY_ID,TRADE_ID,TRADE_STATUS,TRADE_DATE,TRADE_DATETIME,ENTERED_BY
SELL,VOD,10.31,380,6.89E+18,1,G40,NEW,2021-01-21,2021-01-21 11:00:00.000 +0000,JohnDoe
SELL,VOD,9.25,1630,6.89E+18,1,G41,NEW,2021-01-21,2021-01-21 12:00:00.000 +0000,JohnDoe
BUY,LSEG,8032.89,20,6.89E+18,1,G42,NEW,2021-01-21,2021-01-21 13:00:00.000 +0000,JohnDoe
BUY,VOD,10.54,520,6.89E+18,1,G43,NEW,2021-01-21,2021-01-21 14:00:00.000 +0000,JohnDoe
BUY,BP,479.02,20,6.89E+18,1,G44,NEW,2021-01-21,2021-01-21 15:00:00.000 +0000,JohnDoe
BUY,VOD,10.19,1660,6.89E+18,1,G45,NEW,2021-01-21,2021-01-21 16:00:00.000 +0000,JohnDoe
SELL,LLOY,44.12,1570,6.89E+18,1,G46,NEW,2021-01-21,2021-01-21 17:00:00.000 +0000,JohnDoe
SELL,LSEG,8317.21,20,6.89E+18,1,G47,NEW,2021-01-22,2021-01-22 09:00:00.000 +0000,JohnDoe
SELL,VOD,9.84,1850,6.89E+18,1,G48,NEW,2021-01-22,2021-01-22 10:00:00.000 +0000,JohnDoe
SELL,VOD,10.85,750,6.89E+18,1,G49,NEW,2021-01-22,2021-01-22 11:00:00.000 +0000,JohnDoe
SELL,BP,539.73,100,6.89E+18,1,G50,NEW,2021-01-22,2021-01-22 12:00:00.000 +0000,JohnDoe
SELL,VOD,9.79,940,6.89E+18,1,G51,NEW,2021-01-22,2021-01-22 13:00:00.000 +0000,JohnDoe
SELL,VOD,8.91,1950,6.89E+18,1,G52,NEW,2021-01-22,2021-01-22 14:00:00.000 +0000,JohnDoe
BUY,BP,561.15,20,6.89E+18,1,G53,NEW,2021-01-22,2021-01-22 15:00:00.000 +0000,JohnDoe
SELL,BP,544.27,70,6.89E+18,1,G54,NEW,2021-01-22,2021-01-22 16:00:00.000 +0000,JohnDoe
BUY,LSEG,7938.42,20,6.89E+18,1,G55,NEW,2021-01-22,2021-01-22 17:00:00.000 +0000,JohnDoe
BUY,BP,530.97,100,6.89E+18,1,G56,NEW,2021-01-23,2021-01-23 09:00:00.000 +0000,JohnDoe
SELL,LSEG,8900.16,30,6.89E+18,1,G57,NEW,2021-01-23,2021-01-23 10:00:00.000 +0000,JohnDoe
SELL,LSEG,8171.04,10,6.89E+18,1,G58,NEW,2021-01-23,2021-01-23 11:00:00.000 +0000,JohnDoe
BUY,BP,499.77,90,6.89E+18,1,G59,NEW,2021-01-23,2021-01-23 12:00:00.000 +0000,JohnDoe
SELL,LLOY,38.62,1310,6.89E+18,1,G60,NEW,2021-01-23,2021-01-23 13:00:00.000 +0000,JohnDoe
BUY,VOD,10.48,1340,6.89E+18,1,G61,NEW,2021-01-23,2021-01-23 14:00:00.000 +0000,JohnDoe
BUY,LSEG,7707.26,20,6.89E+18,1,G62,NEW,2021-01-23,2021-01-23 15:00:00.000 +0000,JohnDoe
SELL,BP,551,40,6.89E+18,1,G63,NEW,2021-01-23,2021-01-23 16:00:00.000 +0000,JohnDoe
BUY,BP,528.41,70,6.89E+18,1,G64,NEW,2021-01-23,2021-01-23 17:00:00.000 +0000,JohnDoe
SELL,LSEG,8072.05,30,6.89E+18,1,G65,NEW,2021-01-24,2021-01-24 09:00:00.000 +0000,JohnDoe
BUY,LLOY,45.32,1040,6.89E+18,1,G66,NEW,2021-01-24,2021-01-24 10:00:00.000 +0000,JohnDoe
BUY,BP,498.26,10,6.89E+18,1,G67,NEW,2021-01-24,2021-01-24 11:00:00.000 +0000,JohnDoe
SELL,LSEG,7720.85,10,6.89E+18,1,G68,NEW,2021-01-24,2021-01-24 12:00:00.000 +0000,JohnDoe
SELL,LSEG,8634.33,10,6.89E+18,1,G69,NEW,2021-01-24,2021-01-24 13:00:00.000 +0000,JohnDoe
BUY,VOD,9.08,1140,6.89E+18,1,G70,NEW,2021-01-24,2021-01-24 14:00:00.000 +0000,JohnDoe
SELL,LLOY,40.53,60,6.89E+18,1,G71,NEW,2021-01-24,2021-01-24 15:00:00.000 +0000,JohnDoe
BUY,LSEG,7811.04,20,6.89E+18,1,G72,NEW,2021-01-24,2021-01-24 16:00:00.000 +0000,JohnDoe
SELL,LSEG,7646.06,20,6.89E+18,1,G73,NEW,2021-01-24,2021-01-24 17:00:00.000 +0000,JohnDoe
SELL,LSEG,7717.27,30,6.89E+18,1,G74,NEW,2021-01-25,2021-01-25 09:00:00.000 +0000,JohnDoe
SELL,VOD,9.66,320,6.89E+18,1,G75,NEW,2021-01-25,2021-01-25 10:00:00.000 +0000,JohnDoe
BUY,LSEG,9185.88,10,6.89E+18,1,G76,NEW,2021-01-25,2021-01-25 11:00:00.000 +0000,JohnDoe
BUY,LSEG,7938.83,10,6.89E+18,1,G77,NEW,2021-01-25,2021-01-25 12:00:00.000 +0000,JohnDoe
BUY,LSEG,9073.84,10,6.89E+18,1,G78,NEW,2021-01-25,2021-01-25 13:00:00.000 +0000,JohnDoe
BUY,LLOY,39.07,1840,6.89E+18,1,G79,NEW,2021-01-25,2021-01-25 14:00:00.000 +0000,JohnDoe
BUY,LLOY,38.18,850,6.89E+18,1,G80,NEW,2021-01-25,2021-01-25 15:00:00.000 +0000,JohnDoe
BUY,BP,555.07,90,6.89E+18,1,G81,NEW,2021-01-25,2021-01-25 16:00:00.000 +0000,JohnDoe
BUY,BP,555.65,20,6.89E+18,1,G82,NEW,2021-01-25,2021-01-25 17:00:00.000 +0000,JohnDoe
BUY,LSEG,8553.37,10,6.89E+18,1,G83,NEW,2021-01-26,2021-01-26 09:00:00.000 +0000,JohnDoe
BUY,BP,489.05,60,6.89E+18,1,G84,NEW,2021-01-26,2021-01-26 10:00:00.000 +0000,JohnDoe
SELL,VOD,10.2,1990,6.89E+18,1,G85,NEW,2021-01-26,2021-01-26 11:00:00.000 +0000,JohnDoe
SELL,VOD,9.03,1970,6.89E+18,1,G86,NEW,2021-01-26,2021-01-26 12:00:00.000 +0000,JohnDoe
BUY,LSEG,9184.4,30,6.89E+18,1,G87,NEW,2021-01-26,2021-01-26 13:00:00.000 +0000,JohnDoe
BUY,LLOY,41.21,310,6.89E+18,1,G88,NEW,2021-01-26,2021-01-26 14:00:00.000 +0000,JohnDoe
SELL,VOD,9.48,660,6.89E+18,1,G89,NEW,2021-01-26,2021-01-26 15:00:00.000 +0000,JohnDoe
SELL,LSEG,8457.43,10,6.89E+18,1,G90,NEW,2021-01-26,2021-01-26 16:00:00.000 +0000,JohnDoe
SELL,LSEG,7827.68,10,6.89E+18,1,G91,NEW,2021-01-26,2021-01-26 17:00:00.000 +0000,JohnDoe
BUY,LSEG,8691.68,20,6.89E+18,1,G92,NEW,2021-01-27,2021-01-27 09:00:00.000 +0000,JohnDoe
BUY,LLOY,38.78,1690,6.89E+18,1,G93,NEW,2021-01-27,2021-01-27 10:00:00.000 +0000,JohnDoe
SELL,LSEG,8873.69,30,6.89E+18,1,G94,NEW,2021-01-27,2021-01-27 11:00:00.000 +0000,JohnDoe
SELL,VOD,10.55,1300,6.89E+18,1,G95,NEW,2021-01-27,2021-01-27 12:00:00.000 +0000,JohnDoe
BUY,LSEG,8587.17,20,6.89E+18,1,G96,NEW,2021-01-27,2021-01-27 13:00:00.000 +0000,JohnDoe
BUY,LSEG,8562.84,10,6.89E+18,1,G97,NEW,2021-01-27,2021-01-27 14:00:00.000 +0000,JohnDoe
SELL,VOD,9.9,1670,6.89E+18,1,G98,NEW,2021-01-27,2021-01-27 15:00:00.000 +0000,JohnDoe
BUY,LSEG,8932.9,10,6.89E+18,1,G99,NEW,2021-01-27,2021-01-27 16:00:00.000 +0000,JohnDoe
SELL,LSEG,7974.86,30,6.89E+18,1,G100,NEW,2021-01-27,2021-01-27 17:00:00.000 +0000,JohnDoe
SELL,LLOY,38.9,580,6.89E+18,1,G101,NEW,2021-01-28,2021-01-28 09:00:00.000 +0000,JohnDoe
BUY,LLOY,41.82,1750,6.89E+18,1,G102,NEW,2021-01-28,2021-01-28 10:00:00.000 +0000,JohnDoe
BUY,VOD,9.66,920,6.89E+18,1,G103,NEW,2021-01-28,2021-01-28 11:00:00.000 +0000,JohnDoe
SELL,LLOY,41.45,1140,6.89E+18,1,G104,NEW,2021-01-28,2021-01-28 12:00:00.000 +0000,JohnDoe
BUY,LSEG,7920.12,10,6.89E+18,1,G105,NEW,2021-01-28,2021-01-28 13:00:00.000 +0000,JohnDoe
SELL,LLOY,38.88,890,6.89E+18,1,G106,NEW,2021-01-28,2021-01-28 14:00:00.000 +0000,JohnDoe
SELL,VOD,9.2,1500,6.89E+18,1,G107,NEW,2021-01-28,2021-01-28 15:00:00.000 +0000,JohnDoe
BUY,VOD,10.45,1910,6.89E+18,1,G108,NEW,2021-01-28,2021-01-28 16:00:00.000 +0000,JohnDoe
BUY,VOD,10.34,240,6.89E+18,1,G109,NEW,2021-01-28,2021-01-28 17:00:00.000 +0000,JohnDoe
BUY,LLOY,43.54,400,6.89E+18,1,G110,NEW,2021-01-29,2021-01-29 09:00:00.000 +0000,JohnDoe
SELL,BP,486.02,70,6.89E+18,1,G111,NEW,2021-01-29,2021-01-29 10:00:00.000 +0000,JohnDoe
SELL,LSEG,8040.27,20,6.89E+18,1,G112,NEW,2021-01-29,2021-01-29 11:00:00.000 +0000,JohnDoe
SELL,VOD,9.93,1900,6.89E+18,1,G113,NEW,2021-01-29,2021-01-29 12:00:00.000 +0000,JohnDoe
BUY,LSEG,8441.81,10,6.89E+18,1,G114,NEW,2021-01-29,2021-01-29 13:00:00.000 +0000,JohnDoe
BUY,LLOY,40.4,810,6.89E+18,1,G115,NEW,2021-01-29,2021-01-29 14:00:00.000 +0000,JohnDoe
SELL,LSEG,9103.77,30,6.89E+18,1,G116,NEW,2021-01-29,2021-01-29 15:00:00.000 +0000,JohnDoe
SELL,LLOY,42.1,1910,6.89E+18,1,G117,NEW,2021-01-29,2021-01-29 16:00:00.000 +0000,JohnDoe
BUY,VOD,10.08,1680,6.89E+18,1,G118,NEW,2021-01-29,2021-01-29 17:00:00.000 +0000,JohnDoe
SELL,BP,525.06,90,6.89E+18,1,G119,NEW,2021-01-30,2021-01-30 09:00:00.000 +0000,JohnDoe
SELL,VOD,9.05,1700,6.89E+18,1,G120,NEW,2021-01-30,2021-01-30 10:00:00.000 +0000,JohnDoe
SELL,LSEG,7983.4,10,6.89E+18,1,G121,NEW,2021-01-30,2021-01-30 11:00:00.000 +0000,JohnDoe
BUY,LSEG,8088.75,20,6.89E+18,1,G122,NEW,2021-01-30,2021-01-30 12:00:00.000 +0000,JohnDoe
SELL,LLOY,43.5,1750,6.89E+18,1,G123,NEW,2021-01-30,2021-01-30 13:00:00.000 +0000,JohnDoe
SELL,BP,510.48,30,6.89E+18,1,G124,NEW,2021-01-30,2021-01-30 14:00:00.000 +0000,JohnDoe
BUY,VOD,10.35,1820,6.89E+18,1,G125,NEW,2021-01-30,2021-01-30 15:00:00.000 +0000,JohnDoe
BUY,BP,541.24,60,6.89E+18,1,G126,NEW,2021-01-30,2021-01-30 16:00:00.000 +0000,JohnDoe
SELL,BP,483.03,60,6.89E+18,1,G127,NEW,2021-01-30,2021-01-30 17:00:00.000 +0000,JohnDoe
BUY,LLOY,43.9,1010,6.89E+18,1,G128,NEW,2021-01-31,2021-01-31 09:00:00.000 +0000,JohnDoe
BUY,LSEG,7868.25,10,6.89E+18,1,G129,NEW,2021-01-31,2021-01-31 10:00:00.000 +0000,JohnDoe
SELL,BP,545.81,70,6.89E+18,1,G130,NEW,2021-01-31,2021-01-31 11:00:00.000 +0000,JohnDoe
BUY,VOD,9.05,120,6.89E+18,1,G131,NEW,2021-01-31,2021-01-31 12:00:00.000 +0000,JohnDoe
BUY,BP,519.9,60,6.89E+18,1,G132,NEW,2021-01-31,2021-01-31 13:00:00.000 +0000,JohnDoe
BUY,LLOY,43.26,780,6.89E+18,1,G133,NEW,2021-01-31,2021-01-31 14:00:00.000 +0000,JohnDoe
SELL,BP,496.74,100,6.89E+18,1,G134,NEW,2021-01-31,2021-01-31 15:00:00.000 +0000,JohnDoe
SELL,LLOY,42.38,60,6.89E+18,1,G135,NEW,2021-01-31,2021-01-31 16:00:00.000 +0000,JohnDoe
BUY,VOD,10.44,1840,6.89E+18,1,G136,NEW,2021-01-31,2021-01-31 17:00:00.000 +0000,JohnDoe
SELL,BP,503.94,80,6.89E+18,1,G137,NEW,2021-02-01,2021-02-01 09:00:00.000 +0000,JohnDoe
SELL,BP,511.98,60,6.89E+18,1,G138,NEW,2021-02-01,2021-02-01 10:00:00.000 +0000,JohnDoe
SELL,BP,543.8,40,6.89E+18,1,G139,NEW,2021-02-01,2021-02-01 11:00:00.000 +0000,JohnDoe
SELL,LLOY,41.77,1580,6.89E+18,1,G140,NEW,2021-02-01,2021-02-01 12:00:00.000 +0000,JohnDoe
SELL,LSEG,8145.71,20,6.89E+18,1,G141,NEW,2021-02-01,2021-02-01 13:00:00.000 +0000,JohnDoe
BUY,LLOY,43.78,720,6.89E+18,1,G142,NEW,2021-02-01,2021-02-01 14:00:00.000 +0000,JohnDoe
BUY,BP,520.64,90,6.89E+18,1,G143,NEW,2021-02-01,2021-02-01 15:00:00.000 +0000,JohnDoe
BUY,LSEG,7854.91,20,6.89E+18,1,G144,NEW,2021-02-01,2021-02-01 16:00:00.000 +0000,JohnDoe
SELL,BP,521.2,10,6.89E+18,1,G145,NEW,2021-02-01,2021-02-01 17:00:00.000 +0000,JohnDoe
BUY,LSEG,8340.36,10,6.89E+18,1,G146,NEW,2021-02-02,2021-02-02 09:00:00.000 +0000,JohnDoe
SELL,BP,508.71,20,6.89E+18,1,G147,NEW,2021-02-02,2021-02-02 10:00:00.000 +0000,JohnDoe
SELL,VOD,10.08,230,6.89E+18,1,G148,NEW,2021-02-02,2021-02-02 11:00:00.000 +0000,JohnDoe
BUY,LLOY,43.46,800,6.89E+18,1,G149,NEW,2021-02-02,2021-02-02 12:00:00.000 +0000,JohnDoe
SELL,BP,528.91,90,6.89E+18,1,G150,NEW,2021-02-02,2021-02-02 13:00:00.000 +0000,JohnDoe
BUY,LSEG,7926.55,10,6.89E+18,1,G151,NEW,2021-02-02,2021-02-02 14:00:00.000 +0000,JohnDoe
SELL,BP,545.42,60,6.89E+18,1,G152,NEW,2021-02-02,2021-02-02 15:00:00.000 +0000,JohnDoe
BUY,VOD,10.39,1800,6.89E+18,1,G153,NEW,2021-02-02,2021-02-02 16:00:00.000 +0000,JohnDoe
BUY,LSEG,8241.45,10,6.89E+18,1,G154,NEW,2021-02-02,2021-02-02 17:00:00.000 +0000,JohnDoe
BUY,LLOY,43.64,850,6.89E+18,1,G155,NEW,2021-02-03,2021-02-03 09:00:00.000 +0000,JohnDoe
SELL,LLOY,40.23,210,6.89E+18,1,G156,NEW,2021-02-03,2021-02-03 10:00:00.000 +0000,JohnDoe
SELL,VOD,10.31,620,6.89E+18,1,G157,NEW,2021-02-03,2021-02-03 11:00:00.000 +0000,JohnDoe
BUY,LLOY,38.35,1080,6.89E+18,1,G158,NEW,2021-02-03,2021-02-03 12:00:00.000 +0000,JohnDoe
BUY,LLOY,45.56,1460,6.89E+18,1,G159,NEW,2021-02-03,2021-02-03 13:00:00.000 +0000,JohnDoe
SELL,VOD,10.58,810,6.89E+18,1,G160,NEW,2021-02-03,2021-02-03 14:00:00.000 +0000,JohnDoe
BUY,LSEG,8020.12,10,6.89E+18,1,G161,NEW,2021-02-03,2021-02-03 15:00:00.000 +0000,JohnDoe
BUY,LSEG,9182.48,10,6.89E+18,1,G162,NEW,2021-02-03,2021-02-03 16:00:00.000 +0000,JohnDoe
BUY,LSEG,9076.97,10,6.89E+18,1,G163,NEW,2021-02-03,2021-02-03 17:00:00.000 +0000,JohnDoe
BUY,VOD,9.2,1330,6.89E+18,1,G164,NEW,2021-02-04,2021-02-04 09:00:00.000 +0000,JohnDoe
SELL,BP,538.2,40,6.89E+18,1,G165,NEW,2021-02-04,2021-02-04 10:00:00.000 +0000,JohnDoe
SELL,LLOY,42.47,780,6.89E+18,1,G166,NEW,2021-02-04,2021-02-04 11:00:00.000 +0000,JohnDoe
BUY,LSEG,8608.46,10,6.89E+18,1,G167,NEW,2021-02-04,2021-02-04 12:00:00.000 +0000,JohnDoe
BUY,BP,500.92,20,6.89E+18,1,G168,NEW,2021-02-04,2021-02-04 13:00:00.000 +0000,JohnDoe
SELL,LLOY,42.34,400,6.89E+18,1,G169,NEW,2021-02-04,2021-02-04 14:00:00.000 +0000,JohnDoe
BUY,VOD,10.13,390,6.89E+18,1,G170,NEW,2021-02-04,2021-02-04 15:00:00.000 +0000,JohnDoe
BUY,BP,505.98,80,6.89E+18,1,G171,NEW,2021-02-04,2021-02-04 16:00:00.000 +0000,JohnDoe
BUY,VOD,10.69,1250,6.89E+18,1,G172,NEW,2021-02-04,2021-02-04 17:00:00.000 +0000,JohnDoe
BUY,LSEG,8726.12,30,6.89E+18,1,G173,NEW,2021-02-05,2021-02-05 09:00:00.000 +0000,JohnDoe
SELL,VOD,9.48,680,6.89E+18,1,G174,NEW,2021-02-05,2021-02-05 10:00:00.000 +0000,JohnDoe
BUY,BP,522.94,70,6.89E+18,1,G175,NEW,2021-02-05,2021-02-05 11:00:00.000 +0000,JohnDoe
BUY,VOD,8.94,1830,6.89E+18,1,G176,NEW,2021-02-05,2021-02-05 12:00:00.000 +0000,JohnDoe
BUY,VOD,9.32,1110,6.89E+18,1,G177,NEW,2021-02-05,2021-02-05 13:00:00.000 +0000,JohnDoe
SELL,LLOY,46.53,1060,6.89E+18,1,G178,NEW,2021-02-05,2021-02-05 14:00:00.000 +0000,JohnDoe
BUY,LLOY,43.45,680,6.89E+18,1,G179,NEW,2021-02-05,2021-02-05 15:00:00.000 +0000,JohnDoe
BUY,LLOY,46.16,1300,6.89E+18,1,G180,NEW,2021-02-05,2021-02-05 16:00:00.000 +0000,JohnDoe
SELL,LLOY,40.03,1420,6.89E+18,1,G181,NEW,2021-02-05,2021-02-05 17:00:00.000 +0000,JohnDoe
SELL,BP,511.03,30,6.89E+18,1,G182,NEW,2021-02-06,2021-02-06 09:00:00.000 +0000,JohnDoe
SELL,LSEG,7914.25,10,6.89E+18,1,G183,NEW,2021-02-06,2021-02-06 10:00:00.000 +0000,JohnDoe
BUY,LLOY,44.3,1690,6.89E+18,1,G184,NEW,2021-02-06,2021-02-06 11:00:00.000 +0000,JohnDoe
BUY,LLOY,41.78,1210,6.89E+18,1,G185,NEW,2021-02-06,2021-02-06 12:00:00.000 +0000,JohnDoe
SELL,BP,544.78,90,6.89E+18,1,G186,NEW,2021-02-06,2021-02-06 13:00:00.000 +0000,JohnDoe
SELL,LSEG,8395.48,10,6.89E+18,1,G187,NEW,2021-02-06,2021-02-06 14:00:00.000 +0000,JohnDoe
BUY,BP,493.01,40,6.89E+18,1,G188,NEW,2021-02-06,2021-02-06 15:00:00.000 +0000,JohnDoe
BUY,LSEG,9263.5,30,6.89E+18,1,G189,NEW,2021-02-06,2021-02-06 16:00:00.000 +0000,JohnDoe
SELL,LLOY,46.49,500,6.89E+18,1,G190,NEW,2021-02-06,2021-02-06 17:00:00.000 +0000,JohnDoe
SELL,LSEG,8440.23,20,6.89E+18,1,G191,NEW,2021-02-07,2021-02-07 09:00:00.000 +0000,JohnDoe
BUY,LLOY,38.37,500,6.89E+18,1,G192,NEW,2021-02-07,2021-02-07 10:00:00.000 +0000,JohnDoe
BUY,BP,523.17,50,6.89E+18,1,G193,NEW,2021-02-07,2021-02-07 11:00:00.000 +0000,JohnDoe
SELL,LSEG,7765.51,20,6.89E+18,1,G194,NEW,2021-02-07,2021-02-07 12:00:00.000 +0000,JohnDoe
SELL,LLOY,45.36,1780,6.89E+18,1,G195,NEW,2021-02-07,2021-02-07 13:00:00.000 +0000,JohnDoe
SELL,LSEG,7830.3,10,6.89E+18,1,G196,NEW,2021-02-07,2021-02-07 14:00:00.000 +0000,JohnDoe
BUY,VOD,10.1,820,6.89E+18,1,G197,NEW,2021-02-07,2021-02-07 15:00:00.000 +0000,JohnDoe
SELL,LLOY,45.18,110,6.89E+18,1,G198,NEW,2021-02-07,2021-02-07 16:00:00.000 +0000,JohnDoe
SELL,BP,514.71,30,6.89E+18,1,G199,NEW,2021-02-07,2021-02-07 17:00:00.000 +0000,JohnDoe
SELL,LLOY,45.81,890,6.89E+18,1,G200,NEW,2021-02-08,2021-02-08 09:00:00.000 +0000,JohnDoe
SELL,BP,505.91,20,6.89E+18,1,G201,NEW,2021-02-08,2021-02-08 10:00:00.000 +0000,JohnDoe
BUY,BP,553.21,50,6.89E+18,1,G202,NEW,2021-02-08,2021-02-08 11:00:00.000 +0000,JohnDoe
BUY,LSEG,8578.85,20,6.89E+18,1,G203,NEW,2021-02-08,2021-02-08 12:00:00.000 +0000,JohnDoe
BUY,VOD,9.23,1870,6.89E+18,1,G204,NEW,2021-02-08,2021-02-08 13:00:00.000 +0000,JohnDoe
BUY,LSEG,8905.67,10,6.89E+18,1,G205,NEW,2021-02-08,2021-02-08 14:00:00.000 +0000,JohnDoe
SELL,VOD,10.66,170,6.89E+18,1,G206,NEW,2021-02-08,2021-02-08 15:00:00.000 +0000,JohnDoe
SELL,LLOY,41.35,1670,6.89E+18,1,G207,NEW,2021-02-08,2021-02-08 16:00:00.000 +0000,JohnDoe
BUY,BP,519.2,10,6.89E+18,1,G208,NEW,2021-02-08,2021-02-08 17:00:00.000 +0000,JohnDoe
BUY,LLOY,44.54,210,6.89E+18,1,G209,NEW,2021-02-09,2021-02-09 09:00:00.000 +0000,JohnDoe
SELL,LSEG,8588.84,30,6.89E+18,1,G210,NEW,2021-02-09,2021-02-09 10:00:00.000 +0000,JohnDoe
BUY,LSEG,8007.79,30,6.89E+18,1,G211,NEW,2021-02-09,2021-02-09 11:00:00.000 +0000,JohnDoe
SELL,LLOY,40.08,220,6.89E+18,1,G212,NEW,2021-02-09,2021-02-09 12:00:00.000 +0000,JohnDoe
SELL,VOD,9.79,1130,6.89E+18,1,G213,NEW,2021-02-09,2021-02-09 13:00:00.000 +0000,JohnDoe
BUY,BP,504.93,80,6.89E+18,1,G214,NEW,2021-02-09,2021-02-09 14:00:00.000 +0000,JohnDoe
BUY,LLOY,39.6,1190,6.89E+18,1,G215,NEW,2021-02-09,2021-02-09 15:00:00.000 +0000,JohnDoe
BUY,VOD,9.53,1290,6.89E+18,1,G216,NEW,2021-02-09,2021-02-09 16:00:00.000 +0000,JohnDoe
